run,rule,leaf_condition,rows,win,depth,num_conditions,rule_key
34,(Avg_Utilization_Ratio > 0.165) AND (Total_Amt_Chng_Q4_Q1 > 0.544) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00018025),Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00018025,5,-25,2,3,(Avg_Utilization_Ratio > 0.165) AND (Total_Amt_Chng_Q4_Q1 > 0.544) AND (Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1 <= 0.00018025)
34,(Avg_Utilization_Ratio > 0.165) AND (Total_Amt_Chng_Q4_Q1 <= 0.544),Total_Amt_Chng_Q4_Q1 <= 0.544,4,-32,1,2,(Avg_Utilization_Ratio > 0.165) AND (Total_Amt_Chng_Q4_Q1 <= 0.544)
35,(Avg_Utilization_Ratio <= 0.115),Avg_Utilization_Ratio <= 0.115,14,27,0,1,(Avg_Utilization_Ratio <= 0.115)
35,(Avg_Utilization_Ratio <= 0.115) AND (education_Level == Uneducated),education_Level == Uneducated,4,68,1,2,(Avg_Utilization_Ratio <= 0.115) AND (education_Level == Uneducated)
35,(Avg_Utilization_Ratio <= 0.115) AND (education_Level == High School),education_Level == High School,3,57,1,2,(Avg_Utilization_Ratio <= 0.115) AND (education_Level == High School)
35,(Avg_Utilization_Ratio <= 0.115) AND (education_Level == Graduate),education_Level == Graduate,4,4,1,2,(Avg_Utilization_Ratio <= 0.115) AND (education_Level == Graduate)
35,(Avg_Utilization_Ratio > 0.115),Avg_Utilization_Ratio > 0.115,16,-23,0,1,(Avg_Utilization_Ratio > 0.115)
35,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio <= 0.282),Avg_Utilization_Ratio <= 0.282,6,-9,1,2,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio <= 0.282)
35,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio <= 0.282) AND (education_Level == Uneducated),education_Level == Uneducated,3,-4,2,3,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio <= 0.282) AND (education_Level == Uneducated)
35,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio > 0.282),Avg_Utilization_Ratio > 0.282,10,-32,1,2,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio > 0.282)
35,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio > 0.282) AND (education_Level == Graduate),education_Level == Graduate,4,-28,2,3,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio > 0.282) AND (education_Level == Graduate)
35,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio > 0.282) AND (education_Level == High School),education_Level == High School,3,-40,2,3,(Avg_Utilization_Ratio > 0.115) AND (Avg_Utilization_Ratio > 0.282) AND (education_Level == High School)
36,(income_Category == $120K +) AND (Dependent_count > 3),Dependent_count > 3,3,63,1,2,(income_Category == $120K +) AND (Dependent_count > 3)
36,(income_Category == $120K +) AND (Dependent_count <= 3),Dependent_count <= 3,6,5,1,2,(income_Category == $120K +) AND (Dependent_count <= 3)
36,(income_Category == $120K +) AND (Dependent_count <= 3) AND (Months_on_book <= 43),Months_on_book <= 43,3,23,2,3,(income_Category == $120K +) AND (Dependent_count <= 3) AND (Months_on_book <= 43)
36,(income_Category == $120K +) AND (Dependent_count <= 3) AND (Months_on_book > 43),Months_on_book > 43,3,-12,2,3,(income_Category == $120K +) AND (Dependent_count <= 3) AND (Months_on_book > 43)
36,(income_Category == $60K - $80K) AND (CLIENTNUM > 715026258),CLIENTNUM > 715026258,3,-5,1,2,(income_Category == $60K - $80K) AND (CLIENTNUM > 715026258)
36,(income_Category == $60K - $80K) AND (CLIENTNUM <= 715026258),CLIENTNUM <= 715026258,3,-28,1,2,(income_Category == $60K - $80K) AND (CLIENTNUM <= 715026258)
37,(income_Category == $80K - $120K) AND (Months_on_book <= 36),Months_on_book <= 36,3,69,1,2,(income_Category == $80K - $120K) AND (Months_on_book <= 36)
37,(income_Category == $80K - $120K) AND (Months_on_book > 36),Months_on_book > 36,4,23,1,2,(income_Category == $80K - $120K) AND (Months_on_book > 36)
38,(card_Category == Blue) AND (education_Level == Uneducated),education_Level == Uneducated,6,0,1,2,(card_Category == Blue) AND (education_Level == Uneducated)
38,(card_Category == Blue) AND (education_Level == College),education_Level == College,6,-11,1,2,(card_Category == Blue) AND (education_Level == College)
38,(card_Category == Blue) AND (education_Level == Graduate) AND (marital_Status == Single),marital_Status == Single,4,-38,2,3,(card_Category == Blue) AND (education_Level == Graduate) AND (marital_Status == Single)
39,(Avg_Utilization_Ratio <= 0.111),Avg_Utilization_Ratio <= 0.111,13,19,0,1,(Avg_Utilization_Ratio <= 0.111)
39,(Avg_Utilization_Ratio <= 0.111) AND (Avg_Utilization_Ratio > 0),Avg_Utilization_Ratio > 0,6,64,1,2,(Avg_Utilization_Ratio <= 0.111) AND (Avg_Utilization_Ratio > 0)
39,(Avg_Utilization_Ratio <= 0.111) AND (Avg_Utilization_Ratio <= 0),Avg_Utilization_Ratio <= 0,7,-20,1,2,(Avg_Utilization_Ratio <= 0.111) AND (Avg_Utilization_Ratio <= 0)
39,(Avg_Utilization_Ratio <= 0.111) AND (Avg_Utilization_Ratio <= 0) AND (Total_Amt_Chng_Q4_Q1 <= 0.637),Total_Amt_Chng_Q4_Q1 <= 0.637,3,-2,2,3,(Avg_Utilization_Ratio <= 0.111) AND (Avg_Utilization_Ratio <= 0) AND (Total_Amt_Chng_Q4_Q1 <= 0.637)
39,(Avg_Utilization_Ratio <= 0.111) AND (Avg_Utilization_Ratio <= 0) AND (Total_Amt_Chng_Q4_Q1 > 0.637),Total_Amt_Chng_Q4_Q1 > 0.637,4,-33,2,3,(Avg_Utilization_Ratio <= 0.111) AND (Avg_Utilization_Ratio <= 0) AND (Total_Amt_Chng_Q4_Q1 > 0.637)
39,(Avg_Utilization_Ratio > 0.111),Avg_Utilization_Ratio > 0.111,17,-14,0,1,(Avg_Utilization_Ratio > 0.111)
39,(Avg_Utilization_Ratio > 0.111) AND (Avg_Utilization_Ratio <= 0.348),Avg_Utilization_Ratio <= 0.348,8,-1,1,2,(Avg_Utilization_Ratio > 0.111) AND (Avg_Utilization_Ratio <= 0.348)
39,(Avg_Utilization_Ratio > 0.111) AND (Avg_Utilization_Ratio <= 0.348) AND (education_Level == Uneducated),education_Level == Uneducated,3,-4,2,3,(Avg_Utilization_Ratio > 0.111) AND (Avg_Utilization_Ratio <= 0.348) AND (education_Level == Uneducated)
39,(Avg_Utilization_Ratio > 0.111) AND (Avg_Utilization_Ratio > 0.348),Avg_Utilization_Ratio > 0.348,9,-25,1,2,(Avg_Utilization_Ratio > 0.111) AND (Avg_Utilization_Ratio > 0.348)
40,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (income_Category == Unknown),income_Category == Unknown,3,28,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (income_Category == Unknown)
40,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $60K - $80K),income_Category == $60K - $80K,3,7,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $60K - $80K)
40,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,-15,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (income_Category == $40K - $60K)
40,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (income_Category == Less than $40K),income_Category == Less than $40K,5,-15,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0) AND (income_Category == Less than $40K)
40,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (income_Category == $80K - $120K),income_Category == $80K - $120K,4,-42,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0) AND (income_Category == $80K - $120K)
41,(income_Category == $40K - $60K) AND (education_Level == Graduate),education_Level == Graduate,3,-30,1,2,(income_Category == $40K - $60K) AND (education_Level == Graduate)
42,(card_Category == Silver) AND (income_Category == $40K - $60K),income_Category == $40K - $60K,3,32,1,2,(card_Category == Silver) AND (income_Category == $40K - $60K)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0.118),Avg_Utilization_Ratio <= 0.118,8,-14,1,2,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0.118)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0.118) AND (Total_Trans_Amt > 3057),Total_Trans_Amt > 3057,4,7,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0.118) AND (Total_Trans_Amt > 3057)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0.118) AND (Total_Trans_Amt <= 3057),Total_Trans_Amt <= 3057,4,-36,2,3,(card_Category == Blue) AND (Avg_Utilization_Ratio <= 0.118) AND (Total_Trans_Amt <= 3057)
42,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0.118),Avg_Utilization_Ratio > 0.118,15,-15,1,2,(card_Category == Blue) AND (Avg_Utilization_Ratio > 0.118)
